x,y,z,z-max,Material,Nº de Registro,Sond-Quad,Sondagem,Quadrante,Quantia,Observações,Características,Data,Nº de Campo,Sítio,Pesquisa,Nº do saco,Peça Marc.
765.0,294.0,-96.0,,Osso,TQ/VI/00058,SON13-Q2,13,2,,,,2017-12-01 00:00:00,,Taquarí,,58,
838.0,226.0,-115.0,,Osso,TQ/VI/00059,SON14-Q2,14,2,,,,2017-12-01 00:00:00,,Taquarí,,59,
898.0,257.0,-105.0,,Osso,TQ/VI/00060,SON14-Q2,14,2,,,,2017-12-01 00:00:00,,Taquarí,,60,
695.0,270.0,-100.0,,Osso,TQ/VI/00061,SON12-Q2,12,2,,,,2017-12-01 00:00:00,,Taquarí,,61,
682.0,232.0,-96.0,,Osso,TQ/VI/00062,SON12-Q2,12,2,1.0,,Osso calcinado,2017-12-01 00:00:00,,Taquarí,,62,
434.0,257.0,-126.0,,Carvão,TQ/VIII/00001,SON15-Q1,15,1,1.0,,,4º dia,,Taquarí,,1,
434.0,217.0,-160.0,,Carvão,TQ/VIII/00002,SON15-Q1,15,1,1.0,,,4º dia,,Taquarí,,2,
480.0,280.0,-100.0,,Carvão,TQ/VIII/00003,SON15-Q1,15,1,1.0,,,4º dia,,Taquarí,,3,
493.0,244.0,-104.0,,Carvão,TQ/VIII/00004,SON15-Q1,15,1,1.0,,,4º dia,,Taquarí,,4,
,,0.0,,Carvão,TQ/VIII/00005,Errada,Errada,Errada,1.0,Sem sondagem,,4º dia,,Taquarí,,5,
,,0.0,,Carvão,TQ/VIII/00006,Errada,Errada,Errada,1.0,Sem sondagem,,4º dia,,Taquarí,,6,
439.0,236.0,-146.0,,Carvão,TQ/VIII/00007,SON15-Q1,15,1,1.0,,,4º dia,,Taquarí,,7,
480.0,,-77.0,,Carvão,TQ/VIII/00008,SON5-Q1,5,1,,,,2017-12-01 00:00:00,,Taquarí,,8,
480.0,215.0,-97.0,,Carvão,TQ/VIII/00009,SON15-Q1,15,1,,,,2017-12-01 00:00:00,,Taquarí,,9,
,,0.0,,Amostra de solo,TQ/IX/00001,SON15-Q2,15,2,1.0,,Sedimento para análise,,,Taquarí,,1,
